Date,DWCF,AD09X,MXEF,LBUSTRUU,BNDGLB,STCGUSRE,SREITGL,SPGTIND,SPGSCI,HFRXAR,SPLPEQTY,TRVCI,IADMGOLD,SPVXSTR,SPX,MXUSMC,RTY,ASX,MXEU,TPX,MXASJ,NDEUCHF,IDCOTCTR,CY00,IBOXIG,U0A0,SPBDU1ST,GUKG10,GECU10YR
17/08/2012,14657.65,353.53,971.05,1818.48,370.88,246.86,149.76,1993.39,667.56,950.4,90.12,1918.83,705.66,4578.7,1418.16,958.31,819.889,3042.06,94.29,765.81,496.85,325.488,96.2604,235.305,225.8061,466.798,229.66,1.672,1.496
18/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/08/2012,14649.4,353.31,969.21,1819.4,371.29,246.06,149.43,1994.59,669.27,949.84,90.01,1918.44,707.5,4581.29,1418.13,954.84,816.506,3027.34,93.83,764.66,496.17,324.932,96.3022,235.49,225.9879,466.888,229.701,1.664,1.509
21/08/2012,14606.62,356.92,975.46,1820.43,371.89,246.34,149.9,2003.96,675.55,950.12,90.21,1909.39,714.44,4705.29,1413.17,953.3,815.357,3045.01,94.17,765.26,498.57,325.808,96.3466,235.758,226.3667,466.647,229.316,1.708,1.557
22/08/2012,14604.98,353.51,969.43,1827.04,373.12,246.27,149.84,1992.1,676.69,948.97,89.76,1914.71,721.96,4768.04,1413.49,952.76,812.563,3002.95,93.02,762.73,495.21,322.094,96.7385,236.821,227.0656,467.146,231.312,1.633,1.461
23/08/2012,14490.81,355.39,974.09,1830.19,374.57,245.53,149.72,1992.5,674.13,949.39,89.36,1903.31,728.86,4843.52,1402.08,944.85,806.001,3003.12,92.47,764.59,499.46,326.611,96.9341,237.411,228.1917,467.998,233.626,1.569,1.377
24/08/2012,14576.38,352.9,965.47,1828.83,374.04,246.64,149.83,1993.96,670.51,949.48,89.54,1911.72,728.62,4666.78,1411.13,949.95,809.186,3002.62,92.6,757.23,494,322.258,96.8661,237.25,228.5711,468.397,234.054,1.528,1.355
25/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27/08/2012,14569.14,353.32,960.86,1831.31,374.44,247.35,150.18,1994.02,666.96,948.65,89.62,1918,726.57,4722.5,1410.44,947.96,810.403,,93.02,755.37,491.35,319.648,97.014,237.695,228.6041,468.871,234.484,1.539,1.352
28/08/2012,14569.37,352.25,956.76,1832.39,374.9,248.13,150.52,1988.55,668.5,949.07,89.55,1916.78,727.88,4768.82,1409.3,947.84,814.282,2999.75,92.37,746.3,489.5,319.496,97.075,237.9,229.1543,469.171,235.171,1.489,1.341
29/08/2012,14585.43,351.52,952.91,1830.89,374.38,248.21,150.57,1984.56,668.71,948.46,89.89,1925.06,722.86,4829.52,1410.49,949.75,817.835,2985.95,92.23,750.03,489.79,318.447,96.9985,237.669,229.1277,469.209,234.499,1.504,1.38
30/08/2012,14470.28,347.93,944.39,1833.41,374.8,247.69,150.05,1969.64,666.96,948.05,89.43,1898.29,722.64,4926.64,1399.48,941.67,808.639,2973.11,91.53,743.79,485.55,314.566,97.1627,238.037,228.9682,469.514,234.556,1.452,1.322
31/08/2012,14543.07,350.23,947.33,1837.96,375.96,248.31,150.49,1978.91,675.03,948.05,89.64,1914.81,738.6,4742.41,1406.58,947.12,812.087,2972.63,91.9,731.64,485.87,313.123,97.4461,238.777,229.269,469.515,235.038,1.464,1.334
01/09/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/09/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/09/2012,,351.25,952.83,,375.94,248.31,150.69,1980.64,,,89.63,1914.81,738.77,,,,,2996.54,92.69,728.63,488.35,314.419,,238.863,,469.687,,1.65,1.378
04/09/2012,14552.67,348.21,947.37,1837.51,375.85,250.22,151.06,1975.72,672.55,948.16,89.89,1923.65,740.34,4655.91,1404.94,947.96,822.139,2955.62,91.61,726.69,486.59,311.918,97.3915,238.747,230.2492,469.694,235.48,1.627,1.391
05/09/2012,14538.61,347.33,939.51,1836.82,375.9,249.7,151.09,1969.77,668.72,948.23,90.01,1923.81,739.1,4548.65,1403.44,946.15,821.231,2949.81,91.61,718.09,479.69,307.186,97.3461,238.644,230.1016,469.723,235.299,1.644,1.479
06/09/2012,14833.37,353.22,950.45,1831.63,374.73,251.8,152.62,2002.03,671.72,949.28,91.18,1977.02,742.57,4096.71,1432.12,966.22,837.946,3011,93.75,719,480.52,309.611,96.9703,237.881,229.588,469.102,234.185,1.714,1.559
07/09/2012,14898.12,360.27,968.82,1833.08,376.25,251.94,153.32,2027.62,676.64,949.73,92.28,1964.64,757.91,3862.87,1437.92,972.61,842.267,3023.99,93.94,735.17,492.58,319.267,96.9978,238.214,229.594,469.24,235.743,1.684,1.519
08/09/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/09/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/09/2012,14812.31,359.63,969.97,1832.14,375.82,249.67,151.95,2024.4,677.88,949.12,92.27,1935.13,753.15,4129.14,1429.08,967.44,839.365,3024.48,93.72,737.34,493.92,318.825,96.9329,238.191,229.5411,469.295,235.409,1.732,1.547
11/09/2012,14856.6,361.41,973.09,1832,376.37,250.48,152.43,2029.03,681.05,949.21,92.47,1927.27,755.99,4104.87,1433.56,970.3,841.912,3021.72,94.04,732.26,494.5,318.777,96.9089,238.297,229.7096,469.029,235.091,1.738,1.543
12/09/2012,14892.22,363.8,978.48,1828.38,375.77,250.81,152.87,2038.89,682.79,948.47,93.38,1931.49,756.38,3929.77,1436.56,972.76,845.116,3018.34,94.13,741.82,500.48,322.064,96.6427,237.781,229.4508,468.473,233.96,1.831,1.617
13/09/2012,15121.94,364.47,982,1830.76,376.5,254.03,154.04,2049.36,687.22,947.93,93.87,1958.83,770.5,3679.37,1459.99,985.07,856.122,3036.49,93.98,744.23,499.99,321.718,96.6656,237.895,229.3126,468.554,234.83,1.815,1.554
14/09/2012,15201.01,373.86,1014.07,1825.83,375.74,255.34,155.41,2075.13,694.21,949.82,95.89,1984.76,768.47,3881.93,1465.77,994.07,864.697,3088.57,95.16,756.88,516.63,331.785,96.2049,237.409,229.2164,467.164,235.148,1.965,1.706
15/09/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/09/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/09/2012,15136.96,372.19,1012.63,1828.32,375.85,254.52,154.88,2068.18,678.68,950.82,95.51,1987.55,764.11,3763.05,1461.19,985.68,858.9,3077.76,94.85,,517.57,331.031,96.3433,238.061,229.1864,467.278,237.529,1.925,1.672
18/09/2012,15111.14,369.78,1006.84,1829.49,375.99,252.01,153.57,2053.27,670.13,950.84,94.33,1992.34,768.8,3627.1,1459.32,981.21,856.928,3061.14,94.45,758.36,514.88,328.649,96.4407,238.445,229.906,467.874,236.752,1.878,1.637
19/09/2012,15130.42,371.74,1009.44,1831.81,376.69,250.61,153.06,2059.83,656.73,950.41,94.56,1996.15,768.6,3582.47,1461.05,984.5,856.077,3071.49,94.84,764.8,518.15,333.011,96.5481,238.855,230.3052,468.83,236.233,1.844,1.622
20/09/2012,15107.38,367.86,998.27,1832.67,376.65,246.73,151.4,2051.04,658.35,948.34,94.33,1993.58,767.78,3660.2,1460.26,980.5,851.511,3054.85,94.67,753.81,511.19,328.373,96.5907,238.947,230.6959,469.718,237.528,1.797,1.574
21/09/2012,15113.27,370.08,1006.6,1834.08,377.02,246.72,151.49,2062.1,663.96,947.45,94.75,1999.13,769.8,3587.3,1460.15,980.81,855.513,3055.02,95.11,756.38,516.41,331.519,96.6424,239.153,230.4736,469.88,235.32,1.834,1.596
22/09/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/09/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24/09/2012,15071.23,367.54,1004.37,1836.91,377.5,246.09,151.05,2057.27,657.68,947.69,94.08,1979.03,765.89,3549.43,1456.89,976.7,851.763,3047.13,94.76,753.68,515.11,330.994,96.8136,239.641,231.0744,470.181,236.376,1.814,1.559
25/09/2012,14900.69,369.2,1001.85,1838.88,377.97,242.37,150.06,2057.04,658.66,947.36,93.06,1947.79,764.39,3800.78,1441.59,962.76,839.117,3057.52,95.13,757.66,514.52,330.771,96.9559,239.946,231.4082,470.491,236.196,1.819,1.584
26/09/2012,14813.83,361.38,990.37,1841.9,378.27,241.85,149.42,2028.25,651.87,946.05,91.9,1925.03,760.75,3928.76,1433.32,956.72,833.926,3010.1,93.41,742.54,509.97,327.197,97.2239,240.497,231.8338,471.255,237.096,1.693,1.456
27/09/2012,14959.71,363.81,998.36,1840.12,378.14,243,150.09,2037.95,660.26,946.56,92.9,1960.89,771.81,3603.09,1447.15,967.5,843.536,3015.83,93.7,745.59,514.31,331.456,97.132,240.253,232.2082,471.874,237.204,1.731,1.457
28/09/2012,14894.66,361.11,1002.66,1840.49,378.21,242.63,149.77,2026.31,665.73,946.65,92.48,1943.93,769.02,3667.92,1440.67,965.34,837.45,2998.86,92.57,737.42,519,333.598,97.1488,240.421,232.4828,472.553,236.725,1.727,1.442
29/09/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/09/2012,,,,,,,,,,,,,,,,,,,,,,,,240.478,,472.667,,,
01/10/2012,14927.44,364.14,1005.08,1841.77,378.38,240.82,149.2,2038.07,666.97,946.76,92.99,1938.46,771.06,3760.4,1444.49,965.5,840.31,3038.34,93.9,732.35,518.38,333.56,97.201,240.814,232.8041,472.671,237.125,1.737,1.45
02/10/2012,14944.9,364.16,1006.23,1842.55,378.66,242.49,149.94,2039.13,664.18,947.13,92.58,1942.08,770.71,3685.45,1445.75,967.68,840.512,3034.58,93.64,731.19,519.39,333.525,97.2509,241.147,233.1647,472.875,238.44,1.709,1.456
03/10/2012,14991.3,362.38,1002.5,1842.48,378.19,243.24,150.01,2042.52,648.9,946.91,92.31,1957.77,771.68,3648.12,1450.99,970.27,838.778,3041.11,93.56,727.39,520,333.731,97.23,241.212,233.4947,473.172,239.145,1.687,1.446
04/10/2012,15099.02,365.24,1005.52,1839.81,378.13,242.75,150.24,2056.16,665.19,947.21,93.17,1960.7,777.39,3546.09,1461.4,977.68,844.651,3044.74,93.5,735.38,521.2,334.279,97.042,240.963,233.6713,473.296,239.12,1.703,1.446
05/10/2012,15092.93,368.78,1009.16,1836.51,377.63,243.19,150.7,2071.99,659.63,947.53,93.81,1937.13,773.29,3522.82,1460.93,978.36,842.86,3067.73,94.45,737.13,522.98,337.203,96.7237,240.423,233.2691,472.99,238.854,1.77,1.52
06/10/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/10/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08/10/2012,15038.52,365.31,997.93,,377.66,242.6,150.05,2055.72,656.64,947.52,93.29,1919.6,770.69,3554.44,1455.88,975,838.409,3051.62,93.54,,517.34,332.983,,240.509,,473.163,,1.731,1.475
09/10/2012,14886.83,362.1,996.59,1838.06,377.75,241.81,149.79,2042.77,667.25,947.5,92.49,1872.09,765.8,3700.19,1441.48,963.64,827.918,3035.52,93.12,727.68,517.5,335.155,96.8215,240.866,233.2202,472.96,238.846,1.727,1.474
10/10/2012,14800.59,359.43,992.09,1839.97,378.01,242.88,150.29,2035.81,664.76,947.38,91.95,1861.76,765.37,3718.48,1432.56,957.39,826.746,3017.76,92.63,716.84,514.26,336.285,96.9383,241.322,233.246,473.084,237.599,1.766,1.489
11/10/2012,14815.04,361.14,995.95,1841.94,378.45,242.71,150.53,2042.29,671.84,947.73,92.26,1860.78,767.24,3595.72,1432.84,961.87,829.778,3043.58,93.35,713.95,513.68,340.549,97.0252,241.809,233.9519,473.226,237.491,1.783,1.502
12/10/2012,14760.8,360.88,996.7,1843.4,379.03,241.58,150.19,2036.75,665.3,947.78,92.06,1870.14,761.64,3689.01,1428.59,957.45,823.093,3025.62,92.86,718.32,514.92,343.412,97.075,242.267,234.8011,473.426,238.045,1.721,1.445
13/10/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/10/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/10/2012,14876.42,361.36,995.22,1843.48,378.69,243.4,151.1,2041.42,663.08,947.51,92.5,1883.86,753.78,3511.45,1440.13,964.21,828.28,3031.62,93.33,722.99,514.24,343.279,97.0782,242.549,235.3343,473.65,238.208,1.759,1.472
16/10/2012,15027.65,366.75,1003.35,1840.83,378.35,244.72,152.11,2062.3,664.24,948.36,93.53,1920.92,755.29,3431.27,1454.92,974.81,835.436,3065.15,94.56,732.4,516.68,343.915,96.8262,242.285,235.5288,473.525,237.334,1.82,1.543
17/10/2012,15096.89,371.12,1010.85,1836.58,378.09,243.98,152.37,2089.8,664.94,947.72,94.22,1892.62,756.2,3369.83,1460.91,978.44,842.522,3085.24,95,739.79,520.22,347.192,96.4448,241.81,235.3408,472.973,235.676,1.916,1.634
18/10/2012,15060.04,372.02,1013.36,1836.16,377.63,246.38,153.11,2089.12,665.13,947.17,94.86,1859.96,752.46,3419.69,1457.34,979.02,837.124,3088.95,95.16,752.3,523.07,350.983,96.3866,241.869,235.1385,472.992,234.904,1.913,1.633
19/10/2012,14813.07,368.84,1006.07,1840.01,378.02,244.51,152.23,2074.95,656.05,946.85,93.82,1801.36,743.91,3602.39,1433.19,963.38,820.999,3079.65,94.42,754.39,520.02,352.246,96.6143,242.501,234.9229,473.127,237.192,1.88,1.594
20/10/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/10/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/10/2012,14813.21,368.02,1007.31,1838.18,377.48,243.18,151.63,2071.05,648.5,944.63,94.18,1809.74,742.64,3547.88,1433.82,961.83,820.523,3072.77,94.04,753.72,520.92,354.567,96.5288,242.234,234.7424,473.244,236.607,1.903,1.618
23/10/2012,14618.22,361.92,996.82,1839.28,377.23,240.92,150.37,2044.6,639.3,944.25,92.74,1809.25,737.69,3907.52,1413.11,951.19,816.198,3029.81,92.47,749.37,518.88,354.551,96.6668,242.32,234.412,473.652,236.972,1.825,1.572
24/10/2012,14574.7,362.32,994.55,1839.08,377.27,240.87,150.53,2044.89,636.75,943.54,92.79,1801.14,735.78,3822.23,1408.75,946.81,813.655,3031.9,92.88,743.27,517.91,353.434,96.6434,242.219,234.4793,473.855,236.251,1.85,1.556
25/10/2012,14616.39,363.69,999.12,1835.2,376.45,239.82,150.7,2049.07,637.47,944.14,93.65,1796.81,740.45,3743.09,1412.97,949.46,816.817,3035.89,93.09,751.42,519.75,352.867,96.3976,241.638,233.9304,473.493,234.983,1.914,1.583
26/10/2012,14598,362.27,990.7,1839.56,377.52,237.87,149.89,2047.45,638.97,943.89,93.29,1802.54,739.58,3735.81,1411.94,948.61,813.254,3034.74,93.21,741.23,514.19,347.82,96.6708,242.331,234.2423,473.964,236.012,1.868,1.537
27/10/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28/10/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/10/2012,,360.5,990.24,1841.32,377.56,237.87,150.02,2043.51,636.39,944.54,93.29,1802.54,738.74,,,,,3029.49,92.86,740.3,513.31,349.964,96.8411,242.835,234.8153,474.057,236.055,1.799,1.458
30/10/2012,,363.46,993.15,,377.94,237.87,150.06,2049.84,635.79,944.14,93.63,1802.54,738.89,,,,,3054.98,93.67,733.46,514.34,348.421,,,234.8438,,,1.827,1.478
31/10/2012,14616.06,363.15,995.33,1844.11,378.19,240.2,150.92,2056.42,637.74,944.09,93.56,1785.63,743.56,3871.07,1412.16,951.62,818.733,3024.4,93.14,742.33,517.41,352.658,96.9865,243.204,235.2222,474.077,238.492,1.852,1.462
01/11/2012,14788.99,365.26,999.63,1841.71,377.66,241,151.31,2058.35,638.86,944.16,94.67,1831.07,741.14,3497.53,1427.59,967.71,827.851,3064.73,94.33,743.32,518.38,357.144,96.8532,242.808,235.4338,474.201,238.358,1.867,1.455
02/11/2012,14639.53,365.14,1004.68,1841.23,377.05,242.56,151.71,2047.35,626.07,944.58,93.8,1803.59,725.15,3659.34,1414.2,957.79,814.368,3068.72,94.73,752.09,523.07,361.439,96.7986,242.668,235.0922,474.246,237.869,1.855,1.45
03/11/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/11/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05/11/2012,14679.31,362.84,1000.8,1844.04,377.49,241.08,150.88,2031.49,629.85,943.35,93.48,1815.83,727.74,3719.64,1417.26,961.85,819.541,3052.42,94.18,747.95,520.3,359.91,96.9993,243.185,235.157,474.554,238.211,1.816,1.428
06/11/2012,14795.37,364.42,1006.27,1839.41,376.79,242.04,151.43,2036.28,644.61,944.15,93.67,1817.37,741.51,3537.16,1428.39,970.24,825.809,3074.52,94.71,744.88,521.93,359.387,96.7692,242.526,234.6863,474.65,238.129,1.816,1.439
07/11/2012,14448.42,361.49,1007.45,1845.46,377.92,240.74,150.86,2007.24,629,944.52,91.84,1775.41,741.59,3849.27,1394.53,949.86,804.522,3028.97,93.43,745.71,526.6,362.125,97.2192,243.38,234.7882,476.087,238.984,1.759,1.38
08/11/2012,14269.65,358.86,995.31,1847.77,378.27,237.85,149.32,1990.5,631.53,944.13,91.26,1734.75,748.38,3798.54,1377.51,937.09,793.65,3019.85,93.27,735.35,518.85,353.373,97.3955,243.756,234.8559,476.879,239.584,1.773,1.364
09/11/2012,14292.39,357.67,990.98,1847.32,378.34,237.15,148.65,1976.02,636.41,943.66,90.54,1744.95,748.23,3845.62,1379.85,938.71,795.02,3014.98,93.18,730.74,516.98,350.956,97.4484,243.638,235.2751,477.473,239.986,1.735,1.348
10/11/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/11/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/11/2012,14290.63,356.6,989.27,,378.35,236.68,148.51,1968.27,634.52,944.45,91.04,1735.48,746.84,3582.91,1380.03,937.91,793.761,3012.59,92.94,722.58,516.76,351.127,,243.724,,477.645,,1.718,1.344
13/11/2012,14230.82,356.43,982.17,1848.02,378.5,236.58,148.28,1960.85,633.32,943.43,90.23,1716.79,745.31,3553.15,1374.53,936.28,789.014,3020.45,93.35,722.56,512.17,346.104,97.5831,243.616,235.4144,478.09,240.278,1.71,1.338
14/11/2012,14022.34,353.74,980.62,1847.48,377.87,231.77,146.49,1948.45,637.39,943.52,88.28,1694.47,745.92,3715.47,1355.49,922.14,773.204,2989.03,92.46,722.41,515.03,350.742,97.5716,243.5,235.2777,478.792,239.699,1.752,1.341
15/11/2012,13993.66,352.14,974.33,1846.99,377.46,230.62,145.67,1936.67,634.1,944.03,88.57,1689.94,741.39,3746.68,1353.33,920.28,769.483,2968.63,91.57,737.51,509.47,343.799,97.5854,243.27,235.0497,479.737,239.973,1.733,1.338
16/11/2012,14072.13,349.68,969.82,1847.53,377.21,232.22,145.93,1935.57,637.01,944.35,89.12,1700.04,740.74,3551.26,1359.88,926.34,776.276,2932.72,90.62,751.34,507.62,345.026,97.6208,243.27,234.9525,480.159,240.083,1.732,1.331
17/11/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18/11/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/11/2012,14349.38,357.89,977.98,1846.03,377.36,235.28,147.97,1963.03,650.58,945.87,90.92,1740.23,749.02,3238.66,1386.89,943.2,793.058,2997.32,92.61,762.16,509.72,346.442,97.4767,242.957,234.8925,480.32,239.249,1.773,1.355
20/11/2012,14363.25,358.13,979.49,1843.57,,236.62,148.28,1961.74,642.72,945.93,91.06,1734.52,747.16,3200.31,1387.81,944.58,793.807,3004.52,92.91,762.04,511.07,345.521,97.2993,242.467,234.4428,480.416,238.927,1.846,1.417
21/11/2012,14403.85,358.85,980.84,1841.96,375.91,236.26,148.15,1961.92,646.01,946.72,91.58,1751.9,747.48,3210.07,1391.03,946.96,798.379,3005.02,93.13,767.01,512.99,350.626,97.1787,242.202,233.9918,480.414,237.991,1.853,1.431
22/11/2012,,362.53,985.72,,376.04,236.26,148.63,1973.25,,,91.88,,747.7,,,,,3025.27,93.66,776.43,516.46,353.928,,242.231,,480.472,,1.846,1.431
23/11/2012,14586.4,365.73,995.94,1841.95,376.44,238.31,149.92,1988,649.8,948.08,92.55,1782.56,757.83,3141.18,1409.15,958.3,807.18,3038.77,94.22,,521.49,357.13,97.1542,242.204,233.9353,480.481,238.063,1.843,1.436
24/11/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/11/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/11/2012,14563.44,365.24,995.1,1844.1,377.03,238.74,150.02,1992.66,646.99,948.76,92.61,1795.38,755.98,3045.8,1406.29,955.01,809.018,3022.89,93.76,779.5,521.85,356.221,97.2936,242.668,234.3412,481.04,238.782,1.838,1.414
27/11/2012,14496.12,365.6,996.44,1845.39,377.12,237.45,149.55,1992.71,645.96,948.17,92.42,1791.61,753.23,3145.17,1398.94,951.24,807.739,3029.47,94.05,781.6,524.22,355.197,97.3619,242.947,234.6682,481.639,238.597,1.853,1.44
28/11/2012,14606.46,364.83,991.27,1846.44,377.7,236.98,149.24,1993.3,642.59,947.32,92.31,1812.48,743.07,3027.28,1409.93,958.18,813.501,3031.77,94.15,771.39,522.07,352.548,97.4672,243.177,234.9436,482.199,239.043,1.768,1.368
29/11/2012,14681.72,369.44,1003.79,1846.25,377.69,238.12,150.16,2012.05,649.34,947.96,93.26,1830.91,745.92,2977.41,1415.95,962.44,823.204,3066.4,95.22,779.44,528.28,356.157,97.4478,243.161,234.9575,482.671,239.68,1.755,1.366
30/11/2012,14685.87,369.73,1007.02,1847.02,377.74,238.78,150.63,2018.51,650.05,949.92,93.58,1828.98,741.66,3025.02,1416.18,963.85,821.919,3065.3,95.03,781.46,531.34,359.251,97.4912,243.294,234.9605,482.763,240.196,1.775,1.386
01/12/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/12/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/12/2012,14621.33,371.01,1007.68,1846.37,377.94,239.82,151.27,2016.18,650.78,949.12,93.73,1827.38,741.88,3163.64,1409.46,959.32,820.798,3067.07,95.14,781.73,529.59,353.963,97.4355,243.186,234.9324,482.851,240.462,1.821,1.409
04/12/2012,14601.3,371.45,1007.27,1848.27,378.63,240.22,151.4,2014.89,644.95,948.71,93.45,1826.94,733.63,3190.18,1407.05,959.39,822.117,3067.16,95.17,781.97,529.17,355.316,97.5247,243.486,235.3011,482.862,240.888,1.81,1.394
05/12/2012,14620.93,371.89,1017.37,1849.11,378.45,239.33,150.93,2022.27,643.26,949.4,93.54,1793.06,732.19,3102.63,1409.28,962.96,820.597,3079.33,95.4,781.86,535.21,363.823,97.5804,243.638,235.7252,482.897,241.502,1.777,1.348
06/12/2012,14667.75,372.69,1021.26,1849.38,378.34,241.61,151.58,2018.24,635.69,950.24,93.81,1804.37,734.53,3158.18,1413.94,966.98,821.794,3085.32,96.07,788.74,535.98,363.964,97.6281,243.822,236.0175,482.925,242.183,1.742,1.296
07/12/2012,14706.78,372.6,1024.06,1846.72,377.66,242.42,152.39,2022.59,632.88,950.7,94.19,1786.77,736.48,3084.42,1418.07,970.28,822.273,3092.52,96.18,790.24,537.06,364.842,97.4458,243.31,235.5217,482.896,241.784,1.743,1.295
08/12/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/12/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/12/2012,14721.43,373.16,1029.06,1848.03,377.78,242.35,152.52,2019.64,631.4,952.69,94.15,1802.23,740.3,3061.23,1418.55,973.15,826.261,3095.8,96.33,788.48,538.19,367.4,97.5058,243.542,235.4807,482.759,241.677,1.773,1.306
11/12/2012,14818.97,375.32,1034.55,1846.49,377.76,242.84,152.75,2033.87,631.93,953.75,94.61,1840.65,739.4,2966.32,1427.84,978.18,834.993,3097.63,96.65,786.07,539.82,367.061,97.3817,243.22,235.1077,481.465,241.093,1.8,1.319
12/12/2012,14815.42,376.84,1041.37,1843.86,377.34,242.08,152.29,2035.45,637.05,953.36,94.3,1829.12,740.13,3080.17,1428.48,977.61,829.386,3108.25,96.71,791.29,544.21,371.272,97.2038,242.725,234.7036,480.652,241.435,1.822,1.335
13/12/2012,14722.42,377.05,1042.56,1842.58,376.71,239.96,151.48,2035.36,631.38,953.24,94.19,1814.42,733.39,3128.06,1419.45,970.74,824.203,3100.57,96.34,799.21,545.59,369.694,97.0994,242.538,234.4134,479.299,239.171,1.86,1.353
14/12/2012,14667.7,377.39,1042.82,1844.08,377.05,239.94,151.72,2037.24,637.14,951.91,94.24,1799.62,736.42,3112.3,1413.58,969.15,823.753,3098.41,96.24,801.04,545.91,372.686,97.1916,242.907,234.5785,477.58,239.012,1.862,1.348
15/12/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/12/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/12/2012,14838.46,378.16,1040.02,1840.62,376.52,241.37,152.45,2050,636.92,952.31,95.49,1824.79,737.73,2986.35,1430.36,979.65,834.999,3093.05,96.18,807.84,543.05,371.538,96.9753,242.358,234.1903,475.657,238.717,1.89,1.372
18/12/2012,15016.24,380.83,1046.24,1836.6,375.89,243.56,153.31,2070.3,640.18,953.66,96.37,1862.36,726.28,2920.08,1446.79,993.16,847.688,3106.57,96.61,816.85,544,372.141,96.6797,241.665,233.257,473.751,237.62,1.953,1.41
19/12/2012,14921.84,384.24,1053.17,1839.53,376.41,243.15,153.23,2075.62,644.73,953.33,96.93,1861.69,724.65,3091.85,1435.81,989.62,847.889,3122.32,97,839.34,546.65,375.079,96.8004,242.266,233.8873,473.766,237.689,1.957,1.43
20/12/2012,15002.73,383.83,1052.68,1839.91,376.47,246.54,154.92,2077.38,643.49,954.4,97.38,1846.98,715.99,3162.49,1443.69,996.29,852.495,3121.27,97.04,838.61,545.71,374.803,96.7979,242.346,234.2438,474.238,237.805,1.948,1.416
21/12/2012,14867.68,381.22,1043.03,1842.75,376.91,245.81,154.16,2058.88,639.09,953.93,96.78,1832.38,719.29,3290.48,1430.15,988.63,847.92,3111.17,96.77,832.72,540.68,371.595,96.9912,242.988,234.6178,474.537,238.534,1.885,1.376
22/12/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/12/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24/12/2012,14830.71,380.72,1043.73,1841.63,376.4,246.35,154.36,2057.91,637.84,954.74,96.59,1828.9,719.95,3362.41,1426.66,986.64,844.742,3118.56,96.61,,541.6,372.155,96.9215,242.768,234.5559,474.565,237.981,1.889,
25/12/2012,,381.1,1045.41,,376.38,,154.42,2058.84,,,96.7,,720.57,,,,,,96.61,838.01,542.71,372.195,,,,,,1.889,
26/12/2012,14752.2,381.38,1046.65,1842.72,376.14,244.95,153.76,2054.7,646.31,954.22,96.4,1805.99,720.83,3505.14,1419.83,979.63,838.886,,96.55,847.71,543.22,372.194,96.9695,242.922,234.6389,474.619,238.527,1.889,
27/12/2012,14734.98,382.19,1049.45,1846.05,376.63,245.62,154.15,2054.42,645.78,954.61,96.32,1800.82,722.89,3445.77,1418.1,979.78,837.399,3118.98,96.63,854.09,544.5,373.94,97.1872,243.583,235.454,474.795,239.055,1.809,1.315
28/12/2012,14583.77,381.34,1055.18,1846.24,376.59,243.7,153.47,2047.65,644.43,954.01,95.89,1792.57,718.79,3987.17,1402.43,970.94,832.095,3105.01,96.01,859.8,547.28,375.549,97.1977,243.666,235.7161,474.973,238.45,1.822,1.31
