,2,3,1,4,5
RTY,0.0276636295915,4.82579326669,-1.01009380035,-0.866608918626,0.0404815994665
TPX,-0.254979129813,-0.0776276191651,-0.90225147934,2.34639776991,-0.0305518329643
HFRXAR,-0.414603398262,0.781864907331,0.284470551656,0.472832652282,0.00294866575993
SPVXSTR,0.938875658249,-0.933998680617,-1.21930454792,3.46733260499,1.2257939956
SPGTIND,-0.306907768844,-1.07930097152,2.93916995474,-0.60014879853,0.791237910928
GECU10YR,-0.324052936729,-1.24425465551,-0.874141754841,0.0938459129327,0.0834014693866
STCGUSRE,-0.0941314711989,-0.495839962026,-0.659888464325,-0.0718619052494,0.0484654848786
MXEU,-0.679393851039,-0.753485451736,0.792793756366,0.396979718974,1.25401909453
GUKG10,-0.833181422091,-1.38432045166,0.0676812487869,-0.585312762786,0.356591958791
MXUSMC,0.267364569936,0.622808565768,0.268161616865,-0.353318521529,0.358479784545
IBOXIG,1.19819312715,-1.08269889804,1.25659009019,2.03900430341,0.407207210338
NDEUCHF,-0.330961846284,-0.312071127533,0.160292133916,-1.10346617912,1.30029893988
Cycle,,,,,
MXASJ,0.615266139347,-0.786508119319,0.0781278778,-0.00268685569779,1.01763907157
SPGSCI,0.797879886446,-0.600809145106,-1.15588428774,-0.365090129307,1.42625809642
MXEF,1.36820171333,-0.479234317774,0.298379899581,0.214826188021,0.971322153239
TRVCI,-0.842355358997,-0.0829694107904,0.516605213399,-0.329837463005,0.66030534314
CY00,0.461334947955,-1.08385661437,0.884212786078,1.24255014335,0.618492710684
SPX,0.271396970562,-0.0806685507396,-0.0637698515451,-0.893048506938,0.283141540344
IADMGOLD,-0.0814456671804,-0.16234581315,-1.55089812743,1.26759394729,-0.215439173667
SPBDU1ST,-1.34663506989,0.78995381977,-1.98963389737,0.719517274076,1.85779361937
BNDGLB,-0.915059833148,-1.59151494764,-1.16576928207,1.45996143936,0.23217236873
IDCOTCTR,0.166377422741,-1.29070274784,-1.77668258533,0.605628800158,-0.040996805423
DWCF,0.144458819093,0.0979874503137,0.0870423313896,-0.88727591254,0.316238799094
AD09X,-0.59180977129,-1.00430240744,0.470940787455,0.679452980376,0.84136171268
ASX,-0.374346431877,-0.648567490926,0.240998254791,-0.334272115058,-0.233229784352
LBUSTRUU,-0.171326250714,-1.50770289597,-1.05597071354,1.37811977076,-0.00719515600554
SPLPEQTY,-0.36955837542,0.495842954624,-1.32778389934,0.04965796759,0.498712915011
SREITGL,0.114162308803,0.330446003836,1.23064878388,0.803909060995,0.435489109336
